run_id,frame_id,timestamp,joint,x_norm,y_norm,z_norm,x_px,y_px,confidence
320cc3a9-c529-4af0-b811-1f6c85bf00ed,0,0.0,nose,0.5,0.5,0.0,320.0,240.0,0.5
320cc3a9-c529-4af0-b811-1f6c85bf00ed,0,0.0,left_shoulder,0.5,0.5,0.0,320.0,240.0,0.5
320cc3a9-c529-4af0-b811-1f6c85bf00ed,0,0.0,right_shoulder,0.5,0.5,0.0,320.0,240.0,0.5
320cc3a9-c529-4af0-b811-1f6c85bf00ed,0,0.0,left_elbow,0.5,0.5,0.0,320.0,240.0,0.5
320cc3a9-c529-4af0-b811-1f6c85bf00ed,0,0.0,right_elbow,0.5,0.5,0.0,320.0,240.0,0.5
320cc3a9-c529-4af0-b811-1f6c85bf00ed,0,0.0,left_wrist,0.5,0.5,0.0,320.0,240.0,0.5
320cc3a9-c529-4af0-b811-1f6c85bf00ed,0,0.0,right_wrist,0.5,0.5,0.0,320.0,240.0,0.5
320cc3a9-c529-4af0-b811-1f6c85bf00ed,0,0.0,left_hip,0.5,0.5,0.0,320.0,240.0,0.5
320cc3a9-c529-4af0-b811-1f6c85bf00ed,0,0.0,right_hip,0.5,0.5,0.0,320.0,240.0,0.5
320cc3a9-c529-4af0-b811-1f6c85bf00ed,0,0.0,left_knee,0.5,0.5,0.0,320.0,240.0,0.5
320cc3a9-c529-4af0-b811-1f6c85bf00ed,0,0.0,right_knee,0.5,0.5,0.0,320.0,240.0,0.5
320cc3a9-c529-4af0-b811-1f6c85bf00ed,0,0.0,left_ankle,0.5,0.5,0.0,320.0,240.0,0.5
320cc3a9-c529-4af0-b811-1f6c85bf00ed,0,0.0,right_ankle,0.5,0.5,0.0,320.0,240.0,0.5
320cc3a9-c529-4af0-b811-1f6c85bf00ed,0,0.0,left_heel,0.5,0.5,0.0,320.0,240.0,0.5
320cc3a9-c529-4af0-b811-1f6c85bf00ed,0,0.0,right_heel,0.5,0.5,0.0,320.0,240.0,0.5
320cc3a9-c529-4af0-b811-1f6c85bf00ed,0,0.0,left_foot_index,0.5,0.5,0.0,320.0,240.0,0.5
320cc3a9-c529-4af0-b811-1f6c85bf00ed,0,0.0,right_foot_index,0.5,0.5,0.0,320.0,240.0,0.5
320cc3a9-c529-4af0-b811-1f6c85bf00ed,1,0.03333333333333333,nose,0.5,0.5,0.0,320.0,240.0,0.5
320cc3a9-c529-4af0-b811-1f6c85bf00ed,1,0.03333333333333333,left_shoulder,0.5,0.5,0.0,320.0,240.0,0.5
320cc3a9-c529-4af0-b811-1f6c85bf00ed,1,0.03333333333333333,right_shoulder,0.5,0.5,0.0,320.0,240.0,0.5
320cc3a9-c529-4af0-b811-1f6c85bf00ed,1,0.03333333333333333,left_elbow,0.5,0.5,0.0,320.0,240.0,0.5
320cc3a9-c529-4af0-b811-1f6c85bf00ed,1,0.03333333333333333,right_elbow,0.5,0.5,0.0,320.0,240.0,0.5
320cc3a9-c529-4af0-b811-1f6c85bf00ed,1,0.03333333333333333,left_wrist,0.5,0.5,0.0,320.0,240.0,0.5
320cc3a9-c529-4af0-b811-1f6c85bf00ed,1,0.03333333333333333,right_wrist,0.5,0.5,0.0,320.0,240.0,0.5
320cc3a9-c529-4af0-b811-1f6c85bf00ed,1,0.03333333333333333,left_hip,0.5,0.5,0.0,320.0,240.0,0.5
320cc3a9-c529-4af0-b811-1f6c85bf00ed,1,0.03333333333333333,right_hip,0.5,0.5,0.0,320.0,240.0,0.5
320cc3a9-c529-4af0-b811-1f6c85bf00ed,1,0.03333333333333333,left_knee,0.5,0.5,0.0,320.0,240.0,0.5
320cc3a9-c529-4af0-b811-1f6c85bf00ed,1,0.03333333333333333,right_knee,0.5,0.5,0.0,320.0,240.0,0.5
320cc3a9-c529-4af0-b811-1f6c85bf00ed,1,0.03333333333333333,left_ankle,0.5,0.5,0.0,320.0,240.0,0.5
320cc3a9-c529-4af0-b811-1f6c85bf00ed,1,0.03333333333333333,right_ankle,0.5,0.5,0.0,320.0,240.0,0.5
320cc3a9-c529-4af0-b811-1f6c85bf00ed,1,0.03333333333333333,left_heel,0.5,0.5,0.0,320.0,240.0,0.5
320cc3a9-c529-4af0-b811-1f6c85bf00ed,1,0.03333333333333333,right_heel,0.5,0.5,0.0,320.0,240.0,0.5
320cc3a9-c529-4af0-b811-1f6c85bf00ed,1,0.03333333333333333,left_foot_index,0.5,0.5,0.0,320.0,240.0,0.5
320cc3a9-c529-4af0-b811-1f6c85bf00ed,1,0.03333333333333333,right_foot_index,0.5,0.5,0.0,320.0,240.0,0.5
320cc3a9-c529-4af0-b811-1f6c85bf00ed,2,0.06666666666666667,nose,0.5,0.5,0.0,320.0,240.0,0.5
320cc3a9-c529-4af0-b811-1f6c85bf00ed,2,0.06666666666666667,left_shoulder,0.5,0.5,0.0,320.0,240.0,0.5
320cc3a9-c529-4af0-b811-1f6c85bf00ed,2,0.06666666666666667,right_shoulder,0.5,0.5,0.0,320.0,240.0,0.5
320cc3a9-c529-4af0-b811-1f6c85bf00ed,2,0.06666666666666667,left_elbow,0.5,0.5,0.0,320.0,240.0,0.5
